1,10.000000,33.333333,4,13.333333,33.333333,100,C. del Baixant
3,13.333333,30.000000,4,13.333333,33.333333,100,C. Pompeu Fabra
4,13.333333,33.333333,5,13.333333,36.666667,100,C. Pompeu Fabra
5,13.333333,36.666667,2,10.000000,36.666667,100,Av. Vertical
6,16.666667,30.000000,7,16.666667,33.333333,100,Ptge. de la Dra. Remeis
7,16.666667,33.333333,4,13.333333,33.333333,50,C. del Baixant
8,20.000000,30.000000,9,20.000000,33.333333,100,Av. Horitzontal
9,20.000000,33.333333,8,20.000000,30.000000,100,Av. Horitzontal
7,16.666667,33.333333,9,20.000000,33.333333,50,C. del Baixant
9,20.000000,33.333333,10,20.000000,36.666667,100,Av. Horitzontal
10,20.000000,36.666667,9,20.000000,33.333333,100,Av. Horitzontal
10,20.000000,36.666667,11,20.000000,40.000000,100,Av. Horitzontal
11,20.000000,40.000000,10,20.000000,36.666667,100,Av. Horitzontal
