12233212109,41.4134202,2.1886874,3165822963,41.4133946,2.188653,4.041329341846392,Carrer de Mallorca
7393509767,41.3930697,2.1867495,30242971,41.3931146,2.1868056,6.842985969586711,Carrer de Buenaventura Muñoz
7393509809,41.3995788,2.1870201,243339109,41.3997087,2.1870217,14.444857875119506,Avinguda Meridiana
12327060056,41.3958269,2.1765646,431481389,41.3958395,2.1765484,1.946533896333928,Carrer de Roger de Flor
7223640687,41.3804918,2.1409497,13196861226,41.3804781,2.1407644,15.537741910120506,Carrer de Viriat
7223640691,41.3805448,2.1406769,554183143,41.3809246,2.1404723,45.56443417078005,Carrer de Dolors Batlle i Sunyer
7223640720,41.3800646,2.1432679,530687855,41.3796674,2.1437998,62.61130144863776,Carrer de Tarragona
7223640724,41.3795626,2.1439323,760319420,41.3789857,2.1447096,91.22197335913734,Carrer de Tarragona
7223640728,41.3791197,2.1433,6762206492,41.3785057,2.1439599,87.7088230527791,Carrer de Béjar
7223640732,41.3790575,2.1420336,533954409,41.3790847,2.1420036,3.9259362384800123,Carrer del Rector Triadó
7223640740,41.3786284,2.1424776,530687854,41.3786887,2.1424181,8.342876578967962,Carrer del Rector Triadó
7223640745,41.3777053,2.1381946,573484619,41.3775952,2.1383017,15.228277484035658,Plaça de Joan Peiró
7223640748,41.3775497,2.1381819,7223640753,41.3773795,2.1378635,32.61881901558519,Passeig de Sant Antoni
7223640750,41.3774821,2.1382471,530924818,41.377559,2.1384376,18.053444719312242,Passeig de Sant Antoni
7223640753,41.3773795,2.1378635,532408981,41.3773259,2.1377632,10.27419811046499,Passeig de Sant Antoni
7223640755,41.3773223,2.1379199,7223640750,41.3774821,2.1382471,32.57709182705965,Passeig de Sant Antoni
7223640758,41.3772211,2.1377299,539147486,41.3772667,2.1378132,8.603349671994705,Passeig de Sant Antoni
7223640760,41.3772824,2.1376778,6248948838,41.3765326,2.136671,118.60381865031243,Passeig de Sant Antoni
7223640763,41.3774042,2.1376977,7256562991,41.3780755,2.137154,87.35630332768957,Carrer de Santa Caterina
7223640768,41.3765289,2.1365451,30294325,41.3764567,2.1365762,8.437245592593449,Carrer d'Alcolea
4816634580,41.3764267,2.1484461,178542900,41.3762532,2.1482216,26.890235051977985,Carrer de la Diputació
